,tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_userid,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions
13603,1007206952538173441,kRJNidujlB3JRtXakkDIUvdAfUP4T96jEhSQLbSY2hk=,kRJNidujlB3JRtXakkDIUvdAfUP4T96jEhSQLbSY2hk=,kRJNidujlB3JRtXakkDIUvdAfUP4T96jEhSQLbSY2hk=,,,,46,58,2017-06-29,ru,en,"What's up in Armenia? 

https://t.co/yUkIxovEgQ",2018-06-14 10:23:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['https://www.quora.com/Whats-up-in-Armenia/answer/Eugen-Strijenok-1'],[]
13621,730058314709663744,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,I'm at My apartment https://t.co/I4e2ZN9yxY https://t.co/9ZmYTuFcef,2016-05-10 15:34:00,Foursquare,,,,False,,,present,present,0,0,0,0,[],['https://www.swarmapp.com/c/fKJYGwDrxZg'],[]
13632,698841077592301568,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,#valentinesday real love 💯 https://t.co/UhOe7BhnwS,2016-02-14 12:07:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,1,['valentinesday'],[],[]
14458,785500445015994368,785451174254243840,Муха Хиллари,MuhaHillary,,"Осьминог Пауль - угадывал победителей в футболе
Я конкретно говорю кто говно!",,44446,32214,2016-10-10,ru,en,"Sorry, could not resist @KimKardashian https://t.co/qoNMTZv60O",2016-10-10 15:21:00,Twitter Web Client,,,,False,,,absent,absent,3,4,25,28,[],[],['25365536']
14588,968828180084731904,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,Russian Bid for World Expo Showcased in Nauru https://t.co/vxpmY8erdi,2018-02-28 12:40:00,Twitter Web Client,,,,False,,,absent,absent,0,0,7,1,[],['https://exporussia2025.com/en/news/2381126'],[]
14632,961961833132363777,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Ekaterinburg, Osaka, or Baku? Which city will host EXPO 2025? Subscribe and be in the know! https://t.co/YXbxPGSr7l",2018-02-09 13:55:00,Twitter Ads,,,,False,,,absent,absent,0,2,483,60,[],[],[]
14763,607890298275045376,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,,,,483,61,2015-05-28,ru,en,I posted a new photo to Facebook http://t.co/ZliWd7sxEK,2015-06-08 12:41:00,Facebook,,,,False,,,absent,absent,0,0,0,0,[],['http://fb.me/3Oukf78Y4'],[]
15317,725725809453969409,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,#newlove puma by Rihanna creepers 💜 https://t.co/nIEIiDHzbF,2016-04-28 16:38:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,['newlove'],[],[]
15320,738429748595023872,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Fuuuuuuck 👿,2016-06-02 17:59:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
16336,986954326496174080,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Sverdlovsk region Governor Evgeniy Kuyvashev started ""smart technologies"". The Head of region focused heads of municipalities on a quick development of smart technologies plan in Ural cities in order to upgrade Sverdlovsk region into a ""smart territory""
https://t.co/YwjxeMXQgl",2018-04-19 13:07:00,Twitter Web Client,,,,False,,,absent,absent,0,0,2,1,[],['https://exporussia2025.com/en/news/2688737'],[]
16912,646938307532861440,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Morning everyone http://t.co/YpNTDHt4GS,2015-09-24 06:44:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
16916,669888745374527488,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,"#university#birthday#birthdaygirl hi, I'm 22 years old ✌🏻️👑 https://t.co/E4YTAg5wLH",2015-11-26 14:41:00,Instagram,,,,False,,,absent,absent,0,0,0,0,[],['https://instagram.com/p/-jT_lTRsFc/'],[]
17029,1001763726641516544,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Ekaterinburg’s stand Becomes One of Highlights at @SPIEF
At the recently launched Saint Petersburg International Economic Forum leading businessmen and politicians will assess the potential of the Ural capital competing for the right to host the World Expo
https://t.co/77vDtt0HBd",2018-05-30 09:54:00,Twitter Web Client,,,,False,,,absent,absent,0,0,3,3,[],['http://www.facebook.com/EXPO2025Russia/photos/a.157975114792573.1073741828.152807681975983/219291685327582/?type=3'],['108265622']
17074,1007994297659117568,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"In preparation for the 2018 FIFA World Cup, Ekaterinburg got an enhanced road network and new smart traffic lights as well as provided fans with free transport, marked ""Free ride”, available during the championship.

#FIFA2018 #expo2025 https://t.co/FXvbzEtf4W",2018-06-16 14:32:00,TweetDeck,,,,False,,,absent,absent,0,1,13,11,"['FIFA2018', 'expo2025']",[],[]
17999,1007207110256578560,4xi20ikhzE9Ll1aVfJru58C6OEc0tA2dllLxZwI5wvY=,4xi20ikhzE9Ll1aVfJru58C6OEc0tA2dllLxZwI5wvY=,4xi20ikhzE9Ll1aVfJru58C6OEc0tA2dllLxZwI5wvY=,,,,46,38,2017-06-29,ru,en,"What's up in Armenia? 

https://t.co/0jXSQ4nwdk",2018-06-14 10:24:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['https://www.quora.com/Whats-up-in-Armenia/answer/Eugen-Strijenok-1'],[]
18209,1097874149895299072,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,JNR8cQ+sxybH8DtQdhHpge2IxtiQ0SxrhbnTfLIA=,,Привозим продукты домой и в офис 🤓,https://t.co/oqBFIjK23f,531,164,2018-10-02,ru,en,"Gold on my wrist, я 👇 https://t.co/4SJgn280Kx",2019-02-19 15:02:00,Twitter Web Client,,,,False,,,absent,absent,0,0,1,0,[],[],[]
18998,730611724701868036,3305576818,Я тебя хочу [18+],irealywantu,,,,153445,26,2015-06-01,ru,en,Good Meowing :3 https://t.co/v1STclvhOJ,2016-05-12 04:13:00,get-tweets.info07,,,,False,,,absent,absent,0,0,72,33,[],[],[]
19285,1010058593268371456,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"The whole world knows the words “matryoshka”, “balalaika” and “borsch”, but in Russian there are some other terms of no less interest, which have been used since ancient times. Today we are going to introduce to you one of them! https://t.co/5ZF5JCNUai",2018-06-22 07:15:00,Postmypost,,,,False,,,absent,absent,0,0,2,2,[],[],[]
19332,957532158666706944,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,I started a live stream on @YouTube: https://t.co/PASmSaTWCk,2018-01-28 08:33:00,Google,,,,False,,,absent,absent,0,0,2,0,[],['http://youtu.be/sqB-GV15iAs?a'],['10228272']
20304,1009005439906926597,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Today we would like to tell you about Ekaterinburg Arena.

The stadium was reconstructed for the 2018 FIFA World Cup, the historical facade preserved. The venue was equipped according to the latest international standards. 

#FIFA2018 https://t.co/2S7K5TOkd0",2018-06-19 09:30:00,Postmypost,,,,False,,,absent,absent,0,0,5,5,['FIFA2018'],[],[]
20367,957510755116601344,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,I started a live stream on @YouTube: https://t.co/ogu38LEFTp,2018-01-28 07:08:00,Google,,,,False,,,absent,absent,0,0,2,0,[],['http://youtu.be/w8z3WmOqAgc?a'],['10228272']
21080,681681147135410176,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,take 100500,2015-12-29 03:40:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
21081,655114835336671233,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Everything is gonna be alright http://t.co/7DMel4T5N4,2015-10-16 20:15:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
22077,647114887873871872,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,#saintp#happy ☺️😋♥️ @ Saint Isaac's Cathedral https://t.co/0yOKqjUSI7,2015-09-24 18:26:00,Instagram,,,,False,,,present,present,0,0,0,0,[],['https://instagram.com/p/8BfpBNRsEC/'],[]
22438,961948282892292101,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,Malaysian Businesses Express Readiness to Participate in the Creation of the Future City in Ekaterinburg https://t.co/rIzz9vttCM,2018-02-09 13:01:00,Twitter Web Client,,,,False,,,absent,absent,0,0,5,0,[],['https://exporussia2025.com/en/news/2283705'],[]
22486,1011903298243350530,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Ekaterinburg has developed a network of gastronomic, historical, cultural and sports routes for cyclists. The routes are marked on Google Maps and available on mobile devices.

https://t.co/5D77lKCdLz

#EXPO2025 https://t.co/VedmG67kph",2018-06-27 09:25:00,TweetDeck,,,,False,,,absent,absent,0,0,9,6,['EXPO2025'],['https://goo.gl/tGioXE'],[]
22782,1127612119174795265,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,"Санкт-Петербург, Россия",Free to play,https://t.co/N3IZErWqlK,49,344,2016-03-20,ru,en,RT @team_empire: you draft vs Liquid but you don't draft with respect https://t.co/Txq4u8GKj1,2019-05-12 16:30:00,Twitter for iPhone,,,,True,,1.1273349714992538e+18,absent,absent,0,0,0,0,[],[],['194518592']
23131,603917354280583168,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,,,,483,61,2015-05-28,ru,en,I posted a new photo to Facebook http://t.co/vvaInCtkCB,2015-05-28 13:34:00,Facebook,,,,False,,,absent,absent,0,0,0,0,[],['http://fb.me/3NrhIWrwh'],[]
23882,723133228052307968,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,"hi, bitches ♠️ https://t.co/fJ7bVqEfdg",2016-04-21 12:56:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
23883,643352102459342848,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Good morning and have a nice day 🐰🙏🏻 http://t.co/xWTO2hQw2j,2015-09-14 09:14:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
24138,716340470368997377,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,s9wNi8i8ghtNu8V4gC2u6dxnqAzkoPFKz0zOwZSMil4=,"Санкт-Петербург, Россия",Free to play,https://t.co/N3IZErWqlK,49,344,2016-03-20,ru,en,Good game! Great job! In Polarity we trust! #gg #dota #dota2 #polarity #ggvp https://t.co/4f7jWRNrYn,2016-04-02 19:04:00,Instagram,,,,False,,,absent,absent,0,0,0,0,"['gg', 'dota', 'dota2', 'polarity', 'ggvp']",['https://www.instagram.com/p/BDtXyqFjKdD/'],[]
25924,712307651347156994,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Everyone just wanna be happy https://t.co/BnXYIKetj9,2016-03-22 15:59:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
25925,641920333587550208,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,"Happy birthday, daddy, always love you 🙏🏻❤️◼️",2015-09-10 10:25:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
25944,900470534718316544,SB9metMI3l9T220BXSfkeHjG92IfLOff8qA8haRMM=,SB9metMI3l9T220BXSfkeHjG92IfLOff8qA8haRMM=,SB9metMI3l9T220BXSfkeHjG92IfLOff8qA8haRMM=,,,,47,44,2017-05-08,ru,en,"Erdogan vows to 'chop off heads of traitors' at coup anniversary rally
https://t.co/soSwzbEHjO",2017-08-23 21:31:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['http://leonkuravson.livejournal.com/177060.html'],[]
26834,1007207434174201856,cSo6BmR48bgoe4LxMuSZNVAXqmoRxxG5rMBbtLgL3vQ=,cSo6BmR48bgoe4LxMuSZNVAXqmoRxxG5rMBbtLgL3vQ=,cSo6BmR48bgoe4LxMuSZNVAXqmoRxxG5rMBbtLgL3vQ=,,,,46,38,2017-06-29,ru,en,"What's up in Armenia? 

https://t.co/PnPfhB07os",2018-06-14 10:25:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['https://www.quora.com/Whats-up-in-Armenia/answer/Eugen-Strijenok-1'],[]
26901,900470534915457024,PVKBXKhLxGoCZ6MjkEslcVE435Zr8VQarWShNp9hX88=,PVKBXKhLxGoCZ6MjkEslcVE435Zr8VQarWShNp9hX88=,PVKBXKhLxGoCZ6MjkEslcVE435Zr8VQarWShNp9hX88=,,,,46,38,2017-06-29,ru,en,"Erdogan vows to 'chop off heads of traitors' at coup anniversary rally
https://t.co/0l1yjN7NYI",2017-08-23 21:31:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['http://leonkuravson.livejournal.com/177060.html'],[]
27404,900470534542118913,4xi20ikhzE9Ll1aVfJru58C6OEc0tA2dllLxZwI5wvY=,4xi20ikhzE9Ll1aVfJru58C6OEc0tA2dllLxZwI5wvY=,4xi20ikhzE9Ll1aVfJru58C6OEc0tA2dllLxZwI5wvY=,,,,46,38,2017-06-29,ru,en,"Erdogan vows to 'chop off heads of traitors' at coup anniversary rally
https://t.co/bWwuHa8OSG",2017-08-23 21:31:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['http://leonkuravson.livejournal.com/177060.html'],[]
27628,956459896299577344,779618853097791488,Ali ▲ TOP,alihundred,,"Не ищи, а выбирай! 🔝",https://t.co/tXsaOpNnbe,56970,1,2016-09-24,ru,en,"Cosmic gloss 
 
https://t.co/a4nxXfCUxp https://t.co/WePSRGDvOT",2018-01-25 09:33:00,get-tweets.info3,,,,False,,,absent,absent,0,0,13,0,[],['http://ali.pub/27tih5'],[]
27839,706223085305909250,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Lost https://t.co/OH5DgbCnyC,2016-03-05 21:01:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
27846,731594877067272193,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,JustinJustinJustinJustinJustinJustinJustinJustinJustinJustin #jt ❤️,2016-05-14 21:19:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,['jt'],[],[]
27850,647805911763828736,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,#saintp#nofilter#evening#beautiful 🙈☺️ @ Alexander Nevsky Lavra https://t.co/PmyGhvETKz,2015-09-26 16:12:00,Instagram,,,,False,,,present,present,0,0,0,0,[],['https://instagram.com/p/8GZ4eMxsCY/'],[]
28856,900470534298902530,Pn0FPBi3hT4LBAayDEIsgTD3a8dMrCr8EdtqRjVD94o=,Pn0FPBi3hT4LBAayDEIsgTD3a8dMrCr8EdtqRjVD94o=,Pn0FPBi3hT4LBAayDEIsgTD3a8dMrCr8EdtqRjVD94o=,,,,46,38,2017-06-29,ru,en,"Erdogan vows to 'chop off heads of traitors' at coup anniversary rally
https://t.co/3JvaBsocrP",2017-08-23 21:31:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['http://leonkuravson.livejournal.com/177060.html'],[]
29335,1006819952748359681,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Right now a session of the General Assembly of the Bureau International des Expositions is taking place. At this session our delegation will present the legacy of Expo 2025 and will introduce the project of the Smart City to be built in Ekaterinburg.

https://t.co/miL15gF4MB https://t.co/JxKPvSoTSi",2018-06-13 08:45:00,TweetDeck,,,,False,,,absent,absent,0,0,1,3,[],['https://exporussia2025.com/en/news/3003663'],[]
29336,1005814817456820225,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,"Participants of tomorrow’s Urban Communities Night in Ekaterinburg will present cultural projects and projects to develop territory, preserve identity, assist the residents, including an Internet media project about the city’s history and the Living Legends project about veterans https://t.co/gSh5gMSJ9R",2018-06-10 14:11:00,TweetDeck,,,,False,,,absent,absent,0,0,4,2,[],[],[]
30570,900470534659608577,uLY9MvP8DjtdZGThfoLOIx2ED0xevdhtiGqRWHhgU=,uLY9MvP8DjtdZGThfoLOIx2ED0xevdhtiGqRWHhgU=,uLY9MvP8DjtdZGThfoLOIx2ED0xevdhtiGqRWHhgU=,,,,46,38,2017-06-29,ru,en,"Erdogan vows to 'chop off heads of traitors' at coup anniversary rally
https://t.co/mylggX5ICU",2017-08-23 21:31:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['http://leonkuravson.livejournal.com/177060.html'],[]
31216,784775402287927296,779618853097791488,Ali ▲ TOP,alihundred,,"Не ищи, а выбирай! 🔝",https://t.co/tXsaOpNnbe,56970,1,2016-09-24,ru,en,"Sexy Leopard  
 
https://t.co/IbFWkBqPjV - 59₽ https://t.co/ZtGPOOvNhQ",2016-10-08 15:20:00,get-tweets.info3,,,,False,,,absent,absent,30,0,263,41,[],['http://ali.pub/9jqda'],[]
31685,656442486227935232,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,#autumn#university ❄️🍂🎓 https://t.co/JQfASMce6Q,2015-10-20 12:10:00,Instagram,,,,False,,,absent,absent,0,0,0,0,[],['https://instagram.com/p/9DxWHtRsBU/'],[]
31832,900470534781227008,xAy5tNi7c4R9gJphTWgIbNbUBbx8wHC1Ot8VzcV+6tA=,xAy5tNi7c4R9gJphTWgIbNbUBbx8wHC1Ot8VzcV+6tA=,xAy5tNi7c4R9gJphTWgIbNbUBbx8wHC1Ot8VzcV+6tA=,,,,46,38,2017-06-29,ru,en,"Erdogan vows to 'chop off heads of traitors' at coup anniversary rally
https://t.co/lWFllYkR8E",2017-08-23 21:31:00,TweetDeck,,,,False,,,absent,absent,0,0,0,0,[],['http://leonkuravson.livejournal.com/177060.html'],[]
32319,606133785843920898,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,kXFgx3LtVtSeuEDSstzJClaUxrj7SixXLvk6YXe74=,,,,483,61,2015-05-28,ru,en,I posted a new photo to Facebook http://t.co/AzFoE8hLab,2015-06-03 16:22:00,Facebook,,,,False,,,absent,absent,0,0,0,0,[],['http://fb.me/3a4jFyPwm'],[]
32990,969546674807943169,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,en,Marshall Island officials: Ural capital worthy of hosting EXPO 2025 https://t.co/RAkl7OZjYi,2018-03-02 12:15:00,Twitter Web Client,,,,False,,,absent,absent,0,0,9,2,[],['https://exporussia2025.com/en/news/2398515'],[]
34650,724659122927468544,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,I'm at My apartment https://t.co/bT2SftEVsy https://t.co/kRdY8j20F0,2016-04-25 17:59:00,Foursquare,,,,False,,,present,present,0,0,0,0,[],['https://www.swarmapp.com/c/afSmKGxFy7H'],[]
34653,761242140483653632,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,All day QB 👑,2016-08-04 16:47:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
34655,666224244553031681,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,Have a nice week everyone 🙏🏻 https://t.co/6OntTgbK7J,2015-11-16 12:00:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,0,0,[],[],[]
34656,696745462192332800,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,WbqCTVWm39a7AMI2Cxl0DZ7h1y50GpnGsednLtlE1hs=,"Санкт-Петербург, Россия",♠️,,41,44,2015-09-08,ru,en,I am happy very much 😸🖕🏻🤘🏻 https://t.co/Y3faUD1NJT,2016-02-08 17:20:00,Twitter for iPhone,,,,False,,,absent,absent,0,0,2,0,[],[],[]
