,tweetid,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,tweet_language,tweet_text,tweet_time,tweet_client_name,in_reply_to_userid,in_reply_to_tweetid,quoted_tweet_tweetid,is_retweet,retweet_userid,retweet_tweetid,latitude,longitude,quote_count,reply_count,like_count,retweet_count,hashtags,urls,user_mentions
256242,785410489127882753,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Ветер опрокинул взлетавший Ми-8 с амурскими геофизиками https://t.co/897H7vVPmC https://t.co/psYSVBsC6J,2016-10-10 09:23,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/MQkt2V'],[]
26719,1081448542454063105,779618853097791488,Ali ▲ TOP,alihundred,,"Не ищи, а выбирай! 🔝",https://t.co/tXsaOpNnbe,56970,1,2016-09-24,ru,ru,"Футболка

https://t.co/eSOYblAh0b https://t.co/pzZfFLu54r",2019-01-05 07:13,Twitter for iPhone,,,,False,,,absent,absent,4,0,193,18,[],['http://ali.pub/307fwl'],[]
296841,1007587312107220992,dkhUnNTxqHms7YJ94MmMDMFeKCFUzLkBK3d5kZ2+hI=,dkhUnNTxqHms7YJ94MmMDMFeKCFUzLkBK3d5kZ2+hI=,dkhUnNTxqHms7YJ94MmMDMFeKCFUzLkBK3d5kZ2+hI=,,,,0,13,2017-11-04,ru,ru,RT @iBljad: Все жители Карачарово подлежат немедленной зачистке https://t.co/sz44sWNGMj,2018-06-15 11:35,Twitter Web Client,,,,True,,1.0050422861143654e+18,absent,absent,0,0,0,0,[],[],['131254042']
196991,821454309376348160,3305576818,Я тебя хочу [18+],irealywantu,,,,153445,26,2015-06-01,ru,und,https://t.co/vVxiaGKj2n,2017-01-17 20:29,get-tweets.info5,,,,False,,,absent,absent,1,1,86,12,[],[],[]
126786,1019247880551518208,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,"Саранск, Россия",Задний ум всегда мудрее,,372,549,2015-11-28,ru,ru,"RT @ornfront: Минус 10 га мусора:

✅Забайкальские активисты ОНФ добились ликвидации масштабного «серого» полигона в селе Засопка
https://t.…",2018-07-17 15:50,Twitter Web Client,,,,True,,1.0192132820355359e+18,absent,absent,0,0,0,0,[],[],['1678997701']
103611,681305339640188928,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Президент Шри-Ланки предложил высечь организаторов концерта Энрике Иглесиаса https://t.co/qE8iXPo2Bt https://t.co/gid6pblbA9,2015-12-28 02:47,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/D6qt2n'],[]
39329,1188165303945060352,779618853097791488,Ali ▲ TOP,alihundred,,"Не ищи, а выбирай! 🔝",https://t.co/tXsaOpNnbe,56970,1,2016-09-24,ru,ru,"Кофты

https://t.co/uzve9csEfo https://t.co/yZisKNLthP",2019-10-26 18:47,Twitter for iPhone,,,,False,,,absent,absent,0,0,1,1,[],['http://ali.pub/3xo1ea'],[]
209531,1072110349615169541,IM4XZlbv4b0aPsfgJnD61OxLaPwWtWu42XEHGIhuQM=,IM4XZlbv4b0aPsfgJnD61OxLaPwWtWu42XEHGIhuQM=,IM4XZlbv4b0aPsfgJnD61OxLaPwWtWu42XEHGIhuQM=,"Воронежская область, Россия",,https://t.co/geBqcKRvmY,49,33,2016-09-08,ru,ru,Российских врачей и учителей решили оставить без подарков https://t.co/MshbgoPK8t https://t.co/WJLfrPsQAW,2018-12-10 12:46,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/QtGdZm'],[]
90415,1188698157082767360,805433712368373760,Интересная Россия,interesno_rus,"Москва, Россия",Открой Россию заново!,,32129,14968,2016-12-04,ru,ru,Приморье https://t.co/oq6K4QkJlc,2019-10-28 06:05,TweetDeck,,,,False,,,absent,absent,2,0,61,13,[],[],[]
190826,871653607422087169,PADdCg7PJfDm9Wq3LU+s6n6eycwCAOAsCUFCnfVZOwk=,PADdCg7PJfDm9Wq3LU+s6n6eycwCAOAsCUFCnfVZOwk=,PADdCg7PJfDm9Wq3LU+s6n6eycwCAOAsCUFCnfVZOwk=,"Воронеж, Россия","Спокойствие и терпение — это величайшие проявления внутренней силы. А имеющий такую силу сможет достигнуть всего, чего захочет!",https://t.co/PZh6OkCZpR,221,93,2016-02-27,ru,ru,Суд арестовал тверского стрелка https://t.co/KlhdQj5zBF https://t.co/HMeaqeHj4v,2017-06-05 09:03,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/PJrmTd'],[]
234598,930828994504806401,805433712368373760,Интересная Россия,interesno_rus,"Москва, Россия",Открой Россию заново!,,32129,14968,2016-12-04,ru,ru,"Наш амурский подвид тигра самый крупный - вес взрослых самцов достигает 350 килограммов. Это почти на 150 килограммов больше, чем вес южно‑китайского и бенгальского тигра, и на 100 килограммов больше, чем вес самого царя зверей, льва. https://t.co/lOmXCxbuBx",2017-11-15 16:05,TweetDeck,,,,False,,,absent,absent,3,4,168,97,[],[],[]
188201,872146617792479233,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Лавров пошутил о древнейшей профессии https://t.co/kAKMKIxx5d https://t.co/vDXPVlLwYa,2017-06-06 17:42,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/PKDlnB'],[]
171829,1024596857597513728,801547011807989766,СССР,USSR_Is_We,"Москва, Россия",Ностальгия,,50634,22288,2016-11-23,ru,ru,На первом воздушном параде в Тушино... 1933 год https://t.co/KB3iT8iBqe,2018-08-01 10:05,TweetDeck,,,,False,,,absent,absent,1,6,300,90,[],[],[]
93200,1126705564682031107,IM4XZlbv4b0aPsfgJnD61OxLaPwWtWu42XEHGIhuQM=,IM4XZlbv4b0aPsfgJnD61OxLaPwWtWu42XEHGIhuQM=,IM4XZlbv4b0aPsfgJnD61OxLaPwWtWu42XEHGIhuQM=,"Воронежская область, Россия",,https://t.co/geBqcKRvmY,49,33,2016-09-08,ru,ru,Лукашенко объяснил отсутствие на параде Победы в Москве https://t.co/cdGjiUF1Hf https://t.co/UEUOQbIjCf,2019-05-10 04:28,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/R4Q93t'],[]
197274,859454866636259328,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Названа оптимальная продолжительность занятий медитацией https://t.co/CieP8GgQ14 https://t.co/Z4CEgYgIRO,2017-05-02 17:09,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/P2mBQM'],[]
182730,929240540071317504,779618853097791488,Ali ▲ TOP,alihundred,,"Не ищи, а выбирай! 🔝",https://t.co/tXsaOpNnbe,56970,1,2016-09-24,ru,ru,"СЕГОДНЯ РАСПРОДАЖА 11.11 🔥 
 
Планнер 
 
https://t.co/tj5MzITFv4 https://t.co/6njLoreTRZ",2017-11-11 06:53,get-tweets.info3,,,,False,,,absent,absent,0,0,19,0,[],['http://ali.pub/1xhw63'],[]
76759,904642742831255553,qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU=,qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU=,qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU=,"ТиНАО, Москва, Россия",Актуальные новости нашего района каждый день!,https://t.co/Xv2PWMzINi,392,1124,2016-03-24,ru,ru,Новая Москва «Вороновское стало площадкой военно-спортивного слета» https://t.co/VyuoPnaJxt,2017-09-04 09:50,Twitter Web Client,,,,False,,,absent,absent,0,0,0,0,[],['http://newmsknews.ru/2017/09/04/voronovskoe-stalo-ploshhadkoj-vserossijskogo-tursleta/'],[]
85574,728630673314041861,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,"Воронежская область, Россия","Мы стремимся к миру, потому что знаем: мир – это тот климат, в котором может существовать свобода #взаимно",https://t.co/Pob70MeFhd,941,780,2015-10-21,ru,ru,"Власти Белоруссии потребовали отказаться от георгиевской ленточки https://t.co/CSWEQJYHF1 Маразм крепчает, друзья...",2016-05-06 17:01,Twitter Web Client,,,,False,,,absent,absent,0,0,0,0,[],['http://www.ridus.ru/news/220298'],[]
16724,989423213284352000,779618853097791488,Ali ▲ TOP,alihundred,,"Не ищи, а выбирай! 🔝",https://t.co/tXsaOpNnbe,56970,1,2016-09-24,ru,ru,"Футболка

https://t.co/t69Dp19QkP https://t.co/vdz6d6j0NY",2018-04-26 08:37,get-tweets.info3,,,,False,,,absent,absent,0,0,12,0,[],['http://ali.pub/2grrde'],[]
147843,739042855981834240,712983454296707072,Ирина Сафронова,SafronIra,"Москва, Россия",Немного о мире и много о себе,,11074,11073,2016-03-24,ru,ru,Было и такое...) https://t.co/cs2SEwY2YT,2016-06-04 10:35,Twitter Web Client,,,,False,,,absent,absent,0,0,4,1,[],[],[]
194360,1184338545462464512,801547011807989766,СССР,USSR_Is_We,"Москва, Россия",Ностальгия,,50634,22288,2016-11-23,ru,ru,"RT @A_Gasparyan: Пока бьюти-блогер гастролирует по заграницам, брошенные им под дубинки на митингах активисты проходят по уголовным делам.…",2019-10-16 05:21,Twitter Web App,,,,True,,1.1843370367209677e+18,absent,absent,0,0,0,0,[],[],['154530823']
148396,996332225909215232,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,"Саранск, Россия",Задний ум всегда мудрее,,372,549,2015-11-28,ru,ru,Виктория Дайнеко закрутила новый роман после развода https://t.co/oaKZ547CEj,2018-05-15 10:11,Twitter Web Client,,,,False,,,absent,absent,0,0,0,0,[],[],[]
96833,1062003742873149440,785451174254243840,Муха Хиллари,MuhaHillary,,"Осьминог Пауль - угадывал победителей в футболе
Я конкретно говорю кто говно!",,44446,32214,2016-10-10,ru,ru,Для Гааги. Как такое вообще можно терпеть?!? https://t.co/OpNlNcga5z,2018-11-12 15:26,Twitter Web Client,,,,False,,,absent,absent,2,10,62,32,[],[],[]
58509,940525407132102657,912599581820637184,Expo 2025 Russia,expo2025russia,,The official page of the Russian bid for Expo 2025,https://t.co/SLKSvL0qEF,40938,9,2017-09-26,ru,ru,"#expotech
💡 Электродуговые лампы Яблочкова, также называемые «Русский свет», были презентованы на Всемирной выставке-1878. Уже спустя год освещали улицы Лондона, Парижа и Петербурга. #WorldExpo #EXPO2025 #EXPO2025Russia https://t.co/0qESn59zHH",2017-12-12 10:15,Amplifr,,,,False,,,absent,absent,0,0,2,0,"['expotech', 'WorldExpo', 'EXPO2025', 'EXPO2025Russia']",[],[]
21504,776380421177311232,qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU=,qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU=,qNbqasczPW6pIKYOE3IXBRc80FU7PQP3IkW3SC2nFdU=,"ТиНАО, Москва, Россия",Актуальные новости нашего района каждый день!,https://t.co/Xv2PWMzINi,392,1124,2016-03-24,ru,ru,"Мэр уделяет особое внимание созданию рабочих мест в #ТиНАО: 
https://t.co/R0fhSZZ1AV

#Собянин #рабочиеместа https://t.co/C1Dhz7svN9",2016-09-15 11:21,Twitter Web Client,,,,False,,,absent,absent,0,0,1,1,"['ТиНАО', 'Собянин', 'рабочиеместа']",['https://vk.cc/5BISAv'],[]
181635,763644346176532480,712983454296707072,Ирина Сафронова,SafronIra,"Москва, Россия",Немного о мире и много о себе,,11074,11073,2016-03-24,ru,ru,"Кот, который смог: сторонники кота Барсика создают собственную виртуальную партию https://t.co/1LcN9vG74m",2016-08-11 07:52,Twitter Web Client,,,,False,,,absent,absent,0,2,3,1,[],['https://life.ru/889284'],[]
48309,906926495276265472,801547011807989766,СССР,USSR_Is_We,"Москва, Россия",Ностальгия,,50634,22288,2016-11-23,ru,ru,Сталинское снижение цен после войны https://t.co/IVJIkwDKxw,2017-09-10 17:05,TweetDeck,,,,False,,,absent,absent,12,15,239,226,[],[],[]
96333,1072129826121834496,801547011807989766,СССР,USSR_Is_We,"Москва, Россия",Ностальгия,,50634,22288,2016-11-23,ru,ru,Игорь Нетто держит в руках престижный спортивный трофей – кубок Европы https://t.co/fNElxOm5Lk,2018-12-10 14:04,Twitter Web Client,,,,False,,,absent,absent,0,0,36,15,[],[],[]
20047,1081914533256417280,801547011807989766,СССР,USSR_Is_We,"Москва, Россия",Ностальгия,,50634,22288,2016-11-23,ru,ru,Зимняя спичечная этикетка из СССР. https://t.co/BMkdOjPlh9,2019-01-06 14:05,TweetDeck,,,,False,,,absent,absent,1,1,34,3,[],[],[]
282342,827562110561325056,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Истощенный нигерийский мальчик со всемирно известной фотографии пошел в школу https://t.co/8EolRji51q https://t.co/MprLT1KmAh,2017-02-03 16:59,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/NH9yfW'],[]
237900,855002425987440641,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,Россия,"Каждый из нас бывает дураком по крайней мере пять минут в день; мудрость заключается в том, чтобы не превысить лимит #взаимный",https://t.co/VeUJxwA8X7,249,162,2015-10-21,ru,uk,Master &amp; Dynamic сделал аудиоколонку из бетона https://t.co/6NxC9YQY0a https://t.co/eKiGNg1JZQ,2017-04-20 10:17,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/NxDWg6'],[]
57313,698559771457294336,Yw85DkPh0Brb82oR843qx67IqkTIvtta0r0bIJrqBEc=,Yw85DkPh0Brb82oR843qx67IqkTIvtta0r0bIJrqBEc=,Yw85DkPh0Brb82oR843qx67IqkTIvtta0r0bIJrqBEc=,,Все новости мирового футбола,,78,381,2016-02-09,ru,ru,"Чемпионат Англии. ""Челси"" - ""Ньюкасл"". Текстовая трансляция.",2016-02-13 17:30,football.kulichki.net,,,,False,,,absent,absent,0,0,0,0,[],[],[]
171787,1037301195969372161,3404278978,PSN Club,PSN__Club,,,,17357,40,2015-08-05,ru,ru,"Современные особняки «Полянка/44» — элегантная недвижимость с московским характером. Записывайтесь на экскурсию, чтобы увидеть своими глазами. https://t.co/PNJXR463xe",2018-09-05 11:27,Twitter Web Client,,,,False,,,absent,absent,0,0,0,0,[],[],[]
36222,748891469067329536,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,"Воронежская область, Россия","Мы стремимся к миру, потому что знаем: мир – это тот климат, в котором может существовать свобода #взаимно",https://t.co/Pob70MeFhd,941,780,2015-10-21,ru,ru,Семья Пешкова сочла унизительной идею подарить ей дом в Кемере https://t.co/F7xcwt6NLm https://t.co/FXH4pZhOUf,2016-07-01 14:50,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/LhrbvC'],[]
176799,986223243039162368,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,rvFkNQ9FpJ2t7S4wP533N2fFd0Yoe1dPiSMymQ+Oj+k=,"Воронежская область, Россия","Мы стремимся к миру, потому что знаем: мир – это тот климат, в котором может существовать свобода #взаимно",https://t.co/Pob70MeFhd,941,780,2015-10-21,ru,ru,Российских студентов вернут из недружественных стран https://t.co/NJAyt7NIER https://t.co/UWnWoDGo5s,2018-04-17 12:41,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/QPqKjB'],[]
255675,1056909771767459840,805433712368373760,Интересная Россия,interesno_rus,"Москва, Россия",Открой Россию заново!,,32129,14968,2016-12-04,ru,ru,Художник Сергей Краев /Осень https://t.co/C0hp9EclpP,2018-10-29 14:05,TweetDeck,,,,False,,,absent,absent,0,0,72,24,[],[],[]
179850,973925673705394176,785451174254243840,Муха Хиллари,MuhaHillary,,"Осьминог Пауль - угадывал победителей в футболе
Я конкретно говорю кто говно!",,44446,32214,2016-10-10,ru,ru,"14.000 пар пустой обуви у Капитолия США символизируют каждого ребенка, убитого из оружия, со времени резни в начальной школе Sandy Hook. И оттуда нас учат жизни... https://t.co/gYjRnwlGss",2018-03-14 14:15,Twitter Web Client,,,,False,,,absent,absent,1,3,44,47,[],[],[]
184111,1151834808613572608,785451174254243840,Муха Хиллари,MuhaHillary,,"Осьминог Пауль - угадывал победителей в футболе
Я конкретно говорю кто говно!",,44446,32214,2016-10-10,ru,ru,"RT @Current_policy: Адвокат Шота Горгадзе рассказал о грязных попытках оппозиции оказать на него давление, а также чем может грозить дело о…",2019-07-18 12:43,Twitter for Android,,,,True,,1.1518071505298883e+18,absent,absent,0,0,0,0,[],[],['1220760792']
117455,857134758312255489,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,0mZSXC45CL+N2vZJlNwHAqm0PA41TrzS6oyfA6rXKgg=,Россия,"Каждый из нас бывает дураком по крайней мере пять минут в день; мудрость заключается в том, чтобы не превысить лимит #взаимный",https://t.co/VeUJxwA8X7,249,162,2015-10-21,ru,ru,Киев назвал условия для возобновления электроснабжения ЛНР https://t.co/maWD7ioNsh https://t.co/UmDe7bF06d,2017-04-26 07:30,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/NzsgV0'],[]
140335,1035547484599345152,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,3IpzjfvlIFyLxKP2BlEAJ46KKnFxymuU5HMaFFbSk=,"Саранск, Россия",Задний ум всегда мудрее,,372,549,2015-11-28,ru,ru,"Лукашенко рассказал, чего никогда не потерпят белорусы https://t.co/JNXmP44mcz",2018-08-31 15:18,Twitter Web Client,,,,False,,,absent,absent,0,0,0,0,[],[],[]
272875,1089978944781209600,3176135580,Бабский список дел,twihussy,,"Перечитывать список много раз, ужасаться, как много еще нужно сделать. По вопросам сотрудничества twittershop@yandex.ru",,834415,27,2015-04-26,ru,ru,"накрасить ногти лаком на одной руке, а потом долго не красить на второй, потому что лень",2019-01-28 20:10,Hootsuite Inc.,,,,False,,,absent,absent,1,0,45,2,[],[],[]
274271,699539626864717824,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,uk,Рабинович принес в Раду наручники для Яценюка https://t.co/deqynf94B0 https://t.co/gNObV6OCO6,2016-02-16 10:23,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/KWjc8R'],[]
112803,867896079358078977,04d3wBBXUI6yhaNgbVgdTp89adcOGgq2nsgKJkJrU=,04d3wBBXUI6yhaNgbVgdTp89adcOGgq2nsgKJkJrU=,04d3wBBXUI6yhaNgbVgdTp89adcOGgq2nsgKJkJrU=,,Стихи современных поэтов.,,4560,0,2016-12-16,ru,und,https://t.co/rkGqekzj3Y,2017-05-26 00:12,get-tweets.info6,,,,False,,,absent,absent,0,0,60,6,[],[],[]
226908,851278350446231553,3305576818,Я тебя хочу [18+],irealywantu,,,,153445,26,2015-06-01,ru,und,https://t.co/Enwg2yhiOf,2017-04-10 03:39,get-tweets.info5,,,,False,,,absent,absent,1,0,153,58,[],[],[]
46545,825949938932658176,04d3wBBXUI6yhaNgbVgdTp89adcOGgq2nsgKJkJrU=,04d3wBBXUI6yhaNgbVgdTp89adcOGgq2nsgKJkJrU=,04d3wBBXUI6yhaNgbVgdTp89adcOGgq2nsgKJkJrU=,,Стихи современных поэтов.,,4560,0,2016-12-16,ru,und,https://t.co/XJ7ntqhwVh,2017-01-30 06:13,get-tweets.info6,,,,False,,,absent,absent,2,0,82,15,[],[],[]
276592,927626744483471361,885812788370837509,Игра Престолов,got_plio,,,,9365,1,2017-07-14,ru,ru,Софи Тернер и Джо Джонас на вечеринке в честь помолвки в Нью-Йорке 👍 https://t.co/s49VLkPYe4,2017-11-06 20:00,Hootsuite,,,,False,,,absent,absent,0,0,133,8,[],[],[]
68834,672691344704344064,R2VszeqKyGgGD7FVxBRB3ZGxQmshFK1fumhf3QoYKE=,R2VszeqKyGgGD7FVxBRB3ZGxQmshFK1fumhf3QoYKE=,R2VszeqKyGgGD7FVxBRB3ZGxQmshFK1fumhf3QoYKE=,"Воронежская область, Россия","Оптимист вовсе не тот, кто никогда не страдал, а тот кто пережил отчаяние и победил его #взаимно",https://t.co/mffaLVmatc,806,824,2015-10-06,ru,ru,Домодедово спрогнозировало потери аэропортов Москвы от ограничений полетов https://t.co/M2HQB8oNA5 https://t.co/246yRTTuXi,2015-12-04 08:18,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/Cw7hYG'],[]
284798,1082904830904057857,801547011807989766,СССР,USSR_Is_We,"Москва, Россия",Ностальгия,,50634,22288,2016-11-23,ru,ru,"RT @ornfront: ❄Активисты Народного фронта в Москве дали старт акции «Снежный фронт» 
https://t.co/iZALG3DxZl https://t.co/VwgW5iybeI",2019-01-09 07:40,Twitter for Android,,,,True,,1.0828998210637414e+18,absent,absent,0,0,0,0,[],['https://onf.ru/2019/01/09/moskovskie-aktivisty-onf-provodyat-akciyu-snezhnyy-front/'],['1678997701']
83305,798232598564638721,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Страница израильской разведки во «ВКонтакте» оказалась рекламой сериала https://t.co/FJSLhiaNvb https://t.co/69VGrFYkMm,2016-11-14 18:34,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/MfzKHs'],[]
233658,705713705464389632,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,xqKvgQKx5I02KDXEQg8nit8orRhowMz21QMFdhBc5c=,Россия,"Чудеса случаются, когда ты рискуешь всем ради мечты, которую кроме тебя не видит никто. Нужно просто верить.",,574,367,2015-10-21,ru,ru,Число погибших при падении вертолета МВД выросло до двух человек https://t.co/tY78OAXK98 https://t.co/rMvXJKViAh,2016-03-04 11:17,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/Kh96T4'],[]
129917,709401623605325825,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Бабушка Урганта не откажется с ним общаться из-за шуток про Ленина https://t.co/uYG1rzzCdp https://t.co/a5vGmyvMGh,2016-03-14 15:31,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/Kn9F2p'],[]
44726,1074954407341633537,801547011807989766,СССР,USSR_Is_We,"Москва, Россия",Ностальгия,,50634,22288,2016-11-23,ru,ru,"Несколько интересных фактов о проектах Навального, о которых Вам стоит знать
https://t.co/hO78ebIohs https://t.co/yZjdH2p0MJ",2018-12-18 09:07,Twitter Web Client,,,,False,,,absent,absent,0,3,5,0,[],['https://zen.yandex.ru/media/id/5c114f601da00100aeaa492b/vse-feily-predvybornyh-proektov-navalnogo-v-odnom-poste-5c18b1254dc8fc00aaeadfb9'],[]
299793,722714584902156288,3510548655,Анастасия Черниченко,Chernika_Nas,"Москва, Россия","Блогер, журналист, патриот",,10650,10905,2015-09-01,ru,ru,RT @rianru: Кудрин: пенсии в РФ пришлось бы снизить на 30% без создания в свое время резервных фондов https://t.co/HZU0JaSQnf https://t.co/…,2016-04-20 09:12,Twitter Web Client,,,,True,,7.22711590068437e+17,absent,absent,0,0,0,0,[],['http://ria.ru/economy/20160420/1415599342.html'],['34200559']
257220,724887412023894016,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,5AblBblW5s51ONJTs3tfi7jqPjqDoilNyMqdLqI6EI=,"Воронеж, Воронежская область",Ограниченные умы видят ограниченность только в других,https://t.co/b3ZoxTvWFU,316,313,2015-10-21,ru,ru,Le Coq Sportif создал прозрачные кроссовки https://t.co/TKiMo377Wd https://t.co/DDCir4NuvQ,2016-04-26 09:06,dlvr.it,,,,False,,,absent,absent,0,0,0,0,[],['http://dlvr.it/L8g9lq'],[]
68098,1100003727606312961,805433712368373760,Интересная Россия,interesno_rus,"Москва, Россия",Открой Россию заново!,,32129,14968,2016-12-04,ru,ru,Зеленое море тайги. https://t.co/OAUY861DD7,2019-02-25 12:05,TweetDeck,,,,False,,,absent,absent,0,0,65,19,[],[],[]
